person_id,household_id,age,sex,education_level,is_employed
2529,714,55,Male,Secondary,0
2530,714,40,Male,Tertiary,1
2531,715,43,Female,Tertiary,0
2532,715,8,Female,Secondary,0
2533,715,22,Female,Primary,1
2534,716,19,Female,Tertiary,1
2535,716,41,Female,Primary,1
2536,717,57,Male,Primary,0
2537,717,14,Female,Secondary,0
2538,717,40,Male,Secondary,1
2539,717,42,Female,None,1
2540,717,54,Female,None,1
2541,717,48,Female,Secondary,0
2542,718,56,Male,Secondary,1
2543,718,32,Female,Primary,1
2544,718,39,Female,Secondary,0
2545,719,39,Male,Tertiary,0
2546,719,33,Male,Primary,0
2547,719,26,Female,Secondary,0
2548,719,6,Female,Secondary,0
2549,719,0,Male,Primary,0
2550,719,0,Female,Secondary,0
2551,719,43,Female,Tertiary,0
2552,720,19,Male,Secondary,0
2553,720,17,Female,Secondary,0
2554,720,0,Male,Secondary,0
2555,721,19,Female,Secondary,0
2556,721,6,Female,Secondary,0
2557,721,20,Male,Primary,0
2558,721,40,Male,Secondary,0
2559,722,21,Male,Primary,0
2560,722,50,Male,None,1
2561,723,52,Female,Tertiary,1
2562,723,22,Male,Tertiary,1
2563,723,45,Male,Primary,0
2564,723,26,Female,Secondary,0
2565,724,45,Female,None,1
2566,724,31,Female,Tertiary,0
2567,724,27,Male,Primary,0
2568,724,38,Male,Tertiary,0
2569,724,51,Male,Secondary,1
2570,724,0,Female,Secondary,0
2571,725,42,Male,Primary,0
2572,725,60,Male,Secondary,0
2573,725,43,Male,Tertiary,1
2574,726,29,Female,Primary,1
2575,726,36,Male,Secondary,1
2576,726,28,Male,Tertiary,1
2577,726,45,Male,Tertiary,1
2578,726,33,Female,Secondary,0
2579,727,29,Female,Secondary,1
2580,727,11,Female,Primary,0
2581,727,7,Female,Secondary,0
2582,727,1,Female,Primary,0
2583,727,23,Female,Primary,0
2584,727,6,Female,Secondary,0
2585,728,49,Male,Primary,0
2586,728,0,Male,Tertiary,0
2587,729,34,Female,Tertiary,0
2588,730,0,Male,Secondary,0
2589,730,29,Female,Secondary,0
2590,730,67,Female,Secondary,1
2591,730,20,Female,None,0
2592,730,43,Female,Secondary,1
2593,730,21,Female,Secondary,0
2594,731,4,Female,Secondary,0
2595,731,0,Female,Tertiary,0
2596,731,53,Male,Secondary,0
2597,731,2,Female,Tertiary,0
2598,732,27,Female,Secondary,1
2599,732,66,Female,Secondary,0
2600,732,8,Male,Secondary,0
2601,733,0,Female,Primary,0
2602,733,21,Male,Secondary,0
2603,733,0,Female,Primary,0
2604,733,12,Female,Secondary,0
2605,734,13,Female,Secondary,0
2606,734,33,Female,Tertiary,0
2607,734,0,Female,Secondary,0
2608,735,45,Female,Secondary,0
2609,735,29,Male,Primary,1
2610,735,17,Male,Tertiary,0
2611,735,27,Female,Secondary,0
2612,736,27,Male,Secondary,0
2613,736,21,Female,Tertiary,1
2614,736,24,Female,Secondary,1
2615,736,26,Female,Tertiary,1
2616,736,23,Male,Secondary,1
2617,736,17,Male,Primary,0
2618,737,0,Female,Secondary,0
2619,737,27,Female,Secondary,1
2620,737,34,Female,Primary,1
2621,738,19,Male,Secondary,0
2622,738,62,Male,Secondary,0
2623,739,13,Male,Primary,0
2624,739,11,Male,Primary,0
2625,739,91,Female,Primary,0
2626,739,38,Female,Secondary,0
2627,740,48,Female,Tertiary,1
2628,740,46,Male,Secondary,0
2629,741,20,Female,Tertiary,0
2630,741,24,Male,Tertiary,1
2631,741,31,Male,Primary,1
2632,741,5,Male,Secondary,0
2633,741,40,Female,Primary,0
2634,742,32,Female,Primary,1
2635,742,29,Female,Primary,0
2636,742,32,Male,Secondary,1
2637,742,0,Male,None,0
2638,742,36,Female,Secondary,0
2639,743,8,Male,Tertiary,0
2640,743,0,Male,Secondary,0
2641,744,0,Female,Secondary,0
2642,744,40,Male,Secondary,1
2643,745,14,Female,Secondary,0
2644,745,65,Male,Secondary,1
2645,745,20,Female,None,1
2646,745,22,Male,Tertiary,0
2647,745,17,Male,Primary,0
2648,746,22,Male,Tertiary,1
2649,746,18,Female,Primary,0
2650,746,18,Female,Secondary,0
2651,747,11,Female,Secondary,0
2652,747,40,Female,Secondary,1
2653,747,51,Male,Tertiary,1
2654,747,22,Female,Tertiary,1
2655,748,36,Female,Primary,1
2656,748,43,Male,Tertiary,0
2657,748,34,Female,Secondary,0
2658,749,33,Female,Primary,0
2659,749,59,Male,Secondary,0
2660,749,12,Male,Secondary,0
2661,749,40,Female,Primary,0
2662,749,4,Female,Secondary,0
2663,749,21,Male,Secondary,0
2664,750,25,Female,Tertiary,0
2665,750,29,Male,Tertiary,1
2666,750,22,Female,Secondary,0
2667,750,30,Female,Secondary,1
2668,750,5,Male,Tertiary,0
2669,751,33,Female,Tertiary,1
2670,751,41,Female,Tertiary,0
2671,751,46,Female,Primary,1
2672,751,36,Male,Secondary,1
2673,752,0,Male,Secondary,0
2674,752,33,Female,Primary,0
2675,753,0,Male,Tertiary,0
2676,754,67,Female,Secondary,0
2677,754,41,Male,Primary,1
2678,754,38,Male,Tertiary,0
2679,754,0,Male,Secondary,0
2680,755,34,Male,Secondary,1
2681,755,41,Male,Secondary,0
2682,755,11,Male,Tertiary,0
2683,755,18,Female,Secondary,0
2684,756,6,Female,Tertiary,0
2685,756,14,Female,Tertiary,0
2686,756,24,Male,Secondary,0
2687,756,71,Male,Primary,1
2688,757,32,Male,Secondary,1
2689,757,41,Male,Primary,1
2690,758,18,Male,Secondary,1
2691,758,27,Female,Tertiary,0
2692,759,38,Male,Primary,0
2693,759,14,Female,Tertiary,0
2694,759,55,Male,Secondary,0
2695,759,24,Female,Secondary,1
2696,759,6,Male,Tertiary,0
2697,760,19,Female,Tertiary,1
2698,760,45,Male,Secondary,0
2699,760,37,Male,Secondary,1
2700,760,34,Male,Primary,0
2701,761,13,Male,Primary,0
2702,761,5,Female,Secondary,0
2703,761,17,Male,Tertiary,0
2704,761,17,Male,Secondary,0
2705,762,39,Female,Secondary,0
2706,762,47,Female,Tertiary,0
2707,762,32,Female,Primary,0
2708,762,0,Female,Secondary,0
2709,763,46,Female,Secondary,0
2710,763,48,Female,Secondary,0
2711,763,35,Female,Secondary,1
2712,763,13,Male,Tertiary,0
2713,763,40,Female,Secondary,0
2714,764,25,Male,Tertiary,1
2715,764,25,Male,Secondary,1
2716,764,45,Male,Secondary,0
2717,764,30,Male,Tertiary,1
2718,765,46,Female,Secondary,0
2719,765,36,Male,Secondary,1
2720,765,27,Female,Tertiary,1
2721,765,17,Male,Secondary,0
2722,766,22,Male,Secondary,1
2723,766,13,Male,Secondary,0
2724,766,52,Male,Secondary,0
2725,766,38,Female,Primary,1
2726,767,10,Female,Tertiary,0
2727,767,34,Male,Secondary,1
2728,767,15,Male,Tertiary,0
2729,767,60,Female,Secondary,0
2730,767,21,Female,Tertiary,1
2731,767,53,Male,Secondary,1
2732,768,35,Female,Primary,0
2733,768,42,Female,Primary,1
2734,768,31,Female,Tertiary,0
2735,768,39,Female,Primary,1
2736,768,44,Female,Secondary,1
2737,768,9,Male,Secondary,0
2738,768,14,Male,Primary,0
2739,769,42,Male,Primary,1
2740,769,37,Female,None,0
2741,769,43,Male,Primary,1
2742,769,36,Female,Tertiary,1
2743,770,64,Male,Secondary,1
2744,770,14,Male,Primary,0
2745,770,28,Female,Primary,0
2746,770,24,Female,Secondary,0
2747,770,28,Male,Secondary,0
2748,770,21,Female,Secondary,1
2749,770,33,Male,Secondary,0
2750,771,0,Male,Primary,0
2751,771,74,Male,Secondary,0
2752,772,0,Male,Primary,0
2753,772,0,Male,Secondary,0
2754,772,40,Male,Primary,0
2755,772,0,Male,Secondary,0
2756,772,5,Female,Secondary,0
2757,773,62,Female,Primary,0
2758,773,0,Female,Secondary,0
2759,773,12,Male,Secondary,0
2760,773,29,Male,Secondary,0
2761,773,47,Female,Secondary,1
2762,774,0,Female,Primary,0
2763,774,9,Female,Secondary,0
2764,774,0,Male,Primary,0
2765,775,0,Male,Tertiary,0
2766,775,23,Male,Tertiary,0
2767,775,44,Female,Secondary,1
2768,776,33,Female,Secondary,1
2769,776,25,Male,Tertiary,1
2770,776,14,Female,Secondary,0
2771,777,29,Female,Secondary,0
2772,777,48,Female,Primary,0
2773,777,20,Male,Tertiary,0
2774,777,32,Female,Primary,0
2775,777,26,Female,Primary,0
2776,778,26,Male,Secondary,1
2777,778,42,Male,Secondary,0
2778,778,25,Female,Primary,0
2779,778,18,Female,Secondary,1
2780,778,22,Female,Primary,1
2781,779,0,Male,Tertiary,0
2782,779,37,Male,Primary,0
2783,779,49,Male,Secondary,0
2784,779,0,Male,Primary,0
2785,779,45,Male,Primary,1
2786,779,21,Female,Tertiary,1
2787,780,0,Male,Secondary,0
2788,780,30,Male,Secondary,0
2789,781,9,Female,Secondary,0
2790,781,40,Male,Secondary,1
2791,781,54,Female,Tertiary,1
2792,781,20,Female,Primary,1
2793,782,31,Female,Secondary,0
2794,782,26,Male,Secondary,1
2795,782,19,Female,Secondary,1
2796,782,44,Male,Tertiary,1
2797,783,35,Female,None,0
2798,783,14,Female,Tertiary,0
2799,783,32,Male,None,0
2800,783,34,Male,Secondary,1
2801,784,18,Male,Tertiary,0
2802,784,37,Male,Primary,1
2803,784,4,Female,Tertiary,0
2804,784,31,Male,Secondary,1
2805,785,32,Male,Primary,0
2806,785,19,Female,Secondary,1
2807,785,32,Female,Tertiary,0
2808,785,23,Male,Secondary,1
2809,785,61,Male,Tertiary,0
2810,786,41,Female,Secondary,1
2811,786,0,Female,Tertiary,0
2812,786,10,Female,Primary,0
2813,786,31,Male,Secondary,0
2814,786,30,Male,Tertiary,1
2815,787,25,Female,Tertiary,1
2816,787,21,Female,Secondary,1
2817,787,0,Female,Tertiary,0
2818,788,37,Male,Secondary,0
2819,788,46,Male,Secondary,0
2820,788,43,Female,Primary,1
2821,788,0,Male,Secondary,0
2822,789,27,Male,Secondary,0
2823,789,41,Female,Tertiary,0
2824,789,55,Female,Tertiary,1
2825,789,32,Female,Primary,1
2826,789,22,Female,Primary,0
2827,789,11,Female,None,0
2828,789,43,Male,Secondary,0
2829,790,4,Male,Secondary,0
2830,790,28,Female,Secondary,0
2831,790,27,Female,Secondary,0
2832,790,45,Male,Tertiary,1
2833,790,0,Female,Secondary,0
2834,791,10,Female,Secondary,0
2835,791,53,Female,Secondary,1
2836,791,31,Male,Primary,0
2837,791,0,Male,Tertiary,0
2838,791,15,Female,Secondary,0
2839,792,45,Male,Tertiary,0
2840,793,48,Male,Primary,1
2841,793,38,Female,Tertiary,0
2842,794,10,Female,Secondary,0
2843,794,49,Female,Primary,0
2844,794,7,Female,Secondary,0
2845,794,27,Female,Tertiary,1
2846,794,2,Male,Secondary,0
2847,794,17,Female,Secondary,0
2848,795,45,Male,Secondary,0
2849,795,35,Female,Secondary,1
2850,795,12,Male,Tertiary,0
2851,795,7,Female,Secondary,0
2852,795,35,Male,Secondary,1
2853,796,0,Female,Secondary,0
2854,796,37,Male,Primary,1
2855,796,0,Female,Secondary,0
2856,796,40,Female,Secondary,0
2857,796,21,Male,Secondary,0
2858,797,21,Male,Tertiary,0
2859,797,42,Male,Primary,0
2860,797,52,Male,Tertiary,0
2861,798,4,Female,Primary,0
2862,798,40,Female,Secondary,1
2863,798,5,Male,Primary,0
2864,798,14,Male,Secondary,0
2865,798,15,Female,Tertiary,0
2866,799,40,Male,Secondary,0
2867,799,31,Male,Secondary,0
2868,799,25,Female,Secondary,0
2869,800,2,Male,Tertiary,0
2870,800,36,Female,Secondary,0
2871,800,23,Male,Secondary,0
2872,801,21,Female,Tertiary,0
2873,801,9,Female,Primary,0
2874,801,9,Female,Secondary,0
2875,801,33,Male,Secondary,1
2876,801,23,Female,Secondary,0
2877,801,16,Male,Primary,0
2878,802,46,Female,Primary,0
2879,802,49,Male,Primary,1
2880,802,10,Female,Primary,0
2881,802,24,Female,Secondary,1
2882,802,44,Female,Secondary,0
2883,802,14,Female,Primary,0
2884,803,10,Female,Tertiary,0
2885,803,19,Female,Secondary,0
2886,804,34,Male,Primary,1
2887,804,9,Male,None,0
2888,804,6,Male,Secondary,0
2889,804,37,Female,Secondary,0
2890,804,34,Male,Secondary,0
2891,804,8,Female,Secondary,0
2892,805,40,Male,Secondary,0
2893,805,10,Female,Secondary,0
2894,805,17,Male,Tertiary,0
2895,805,3,Female,Secondary,0
2896,805,15,Male,Tertiary,0
2897,806,0,Female,Secondary,0
2898,806,29,Female,Primary,1
2899,807,44,Female,Tertiary,0
2900,807,57,Male,Secondary,0
2901,807,28,Male,Primary,0
2902,807,37,Male,Primary,1
2903,807,44,Male,Tertiary,1
2904,807,23,Male,Primary,1
2905,808,39,Male,Secondary,1
2906,808,62,Female,Secondary,0
2907,809,29,Male,Secondary,0
2908,809,36,Male,Secondary,0
2909,810,31,Female,Secondary,0
2910,810,7,Male,Primary,0
2911,810,38,Male,Primary,0
2912,811,25,Female,None,0
2913,811,36,Male,None,0
2914,812,0,Male,Secondary,0
2915,812,32,Female,Tertiary,1
2916,813,3,Female,Secondary,0
2917,813,35,Female,Secondary,1
2918,813,13,Male,Primary,0
2919,814,17,Female,Primary,0
2920,814,36,Male,Secondary,0
2921,814,16,Male,Secondary,0
2922,814,56,Female,Secondary,1
2923,814,36,Male,Secondary,1
2924,815,21,Female,Tertiary,1
2925,815,0,Male,Tertiary,0
2926,816,18,Male,Secondary,0
2927,816,19,Female,Secondary,0
2928,817,28,Male,Primary,0
2929,817,53,Male,Secondary,0
2930,817,4,Female,Tertiary,0
2931,817,11,Female,None,0
2932,818,78,Male,Secondary,1
2933,818,27,Female,Tertiary,1
2934,818,16,Male,Tertiary,0
2935,818,0,Female,Primary,0
2936,819,14,Female,Primary,0
2937,819,39,Female,Tertiary,0
2938,819,31,Female,Tertiary,0
2939,820,64,Male,Secondary,1
2940,820,0,Male,Tertiary,0
2941,820,39,Female,Secondary,0
2942,820,25,Male,Tertiary,1
2943,820,45,Female,Secondary,1
2944,821,22,Male,Primary,0
2945,822,13,Female,Secondary,0
2946,822,34,Male,Secondary,0
2947,822,11,Male,Secondary,0
2948,822,42,Female,Primary,0
2949,822,45,Male,None,1
2950,822,30,Male,None,1
2951,823,13,Female,None,0
2952,823,60,Male,Tertiary,0
2953,823,15,Female,Secondary,0
2954,823,45,Female,Primary,0
2955,824,20,Female,Tertiary,1
2956,825,23,Female,Secondary,1
2957,825,12,Male,Primary,0
2958,825,33,Male,Primary,0
2959,825,32,Male,Primary,0
2960,825,16,Male,None,0
2961,826,0,Male,Primary,0
2962,826,27,Male,Secondary,1
2963,826,0,Male,Secondary,0
2964,826,25,Female,Secondary,1
2965,827,53,Female,Tertiary,0
2966,827,29,Male,Primary,0
2967,827,21,Female,Secondary,1
2968,827,26,Male,Tertiary,1
2969,828,1,Female,Secondary,0
2970,828,53,Female,Secondary,1
2971,828,16,Female,Primary,0
2972,828,24,Male,Primary,0
2973,828,16,Female,None,0
2974,828,30,Male,Primary,0
2975,828,38,Female,Secondary,1
2976,829,38,Male,Secondary,1
2977,829,19,Male,Secondary,1
2978,829,17,Male,Secondary,0
2979,829,41,Male,Secondary,0
2980,830,34,Male,Tertiary,1
2981,830,13,Male,Secondary,0
2982,831,5,Female,Primary,0
2983,832,26,Female,Tertiary,1
2984,832,27,Female,Secondary,1
2985,833,6,Female,None,0
2986,834,0,Female,Secondary,0
2987,835,26,Female,Secondary,1
2988,835,28,Female,Tertiary,0
2989,835,0,Female,Secondary,0
2990,835,40,Male,None,1
2991,835,31,Male,Secondary,0
2992,835,8,Female,Secondary,0
2993,836,36,Male,Secondary,1
2994,836,36,Female,Primary,0
2995,836,11,Male,Primary,0
2996,836,18,Female,Secondary,0
2997,837,12,Female,Secondary,0
2998,838,0,Male,Primary,0
2999,838,7,Female,Primary,0
3000,839,46,Male,Secondary,0
3001,839,37,Female,Secondary,0
3002,839,26,Female,Secondary,1
3003,840,11,Male,Secondary,0
3004,840,4,Male,Primary,0
3005,840,28,Male,None,0
3006,840,46,Male,Tertiary,0
3007,840,5,Male,Secondary,0
3008,840,50,Female,None,1
3009,841,0,Male,Tertiary,0
3010,841,34,Male,Primary,1
3011,841,26,Male,Secondary,1
3012,841,0,Male,Secondary,0
3013,841,14,Female,Tertiary,0
3014,842,32,Female,Secondary,0
3015,843,26,Male,Secondary,1
3016,843,3,Male,Secondary,0
3017,844,27,Female,Secondary,1
3018,844,48,Male,Primary,1
3019,844,33,Male,Secondary,0
3020,844,31,Female,Primary,0
3021,844,31,Male,Primary,0
3022,844,0,Male,Tertiary,0
3023,845,0,Male,Secondary,0
3024,846,51,Female,Secondary,0
3025,846,37,Male,Secondary,0
3026,847,34,Male,Tertiary,0
3027,848,50,Female,Tertiary,0
3028,848,42,Female,Secondary,1
3029,848,37,Male,Secondary,1
3030,848,31,Male,Primary,0
3031,849,17,Female,Secondary,0
3032,849,19,Female,Secondary,1
3033,849,44,Female,Primary,0
3034,849,38,Female,Primary,0
3035,850,9,Female,Secondary,0
3036,850,35,Male,None,0
3037,850,31,Male,Tertiary,1
3038,851,30,Male,Primary,0
3039,851,48,Male,Primary,0
3040,851,32,Female,Tertiary,1
3041,851,45,Male,Secondary,0
3042,852,12,Male,Primary,0
3043,852,43,Male,Tertiary,0
3044,852,0,Male,None,0
3045,852,23,Female,Primary,0
3046,853,7,Female,Secondary,0
3047,853,40,Female,Tertiary,0
3048,853,16,Female,Secondary,0
3049,853,65,Female,None,1
3050,853,11,Female,Secondary,0
3051,854,54,Male,Secondary,1
3052,854,28,Female,Secondary,0
3053,855,51,Female,Secondary,0
3054,855,15,Female,Tertiary,0
3055,855,22,Male,Secondary,0
3056,855,27,Male,Tertiary,0
3057,855,31,Female,Secondary,0
3058,855,15,Male,None,0
3059,856,12,Male,Secondary,0
3060,856,21,Female,Tertiary,0
3061,856,27,Male,Primary,0
3062,857,7,Female,None,0
3063,857,0,Female,Tertiary,0
3064,857,23,Female,Secondary,0
3065,857,15,Female,None,0
3066,858,27,Male,Secondary,1
3067,858,13,Female,None,0
3068,858,12,Female,Secondary,0
3069,858,36,Female,Tertiary,0
3070,859,0,Female,Secondary,0
3071,859,6,Male,Primary,0
3072,860,28,Male,Secondary,1
3073,860,60,Male,Primary,0
3074,861,3,Male,Secondary,0
3075,861,21,Female,Secondary,1
3076,861,34,Female,Secondary,1
3077,862,2,Male,Primary,0
3078,862,51,Male,Primary,0
3079,862,16,Female,Tertiary,0
3080,862,50,Female,Primary,1
3081,862,22,Female,Primary,1
3082,862,41,Male,Secondary,0
3083,862,19,Male,Primary,0
3084,863,26,Male,Tertiary,1
3085,863,7,Male,Secondary,0
3086,863,0,Male,Secondary,0
3087,863,16,Female,Primary,0
3088,863,33,Male,Secondary,0
3089,863,42,Female,Secondary,0
3090,864,10,Male,Secondary,0
3091,864,5,Male,Primary,0
3092,864,22,Male,Tertiary,1
3093,864,21,Male,None,0
3094,864,64,Male,Primary,1
3095,865,24,Female,Secondary,1
3096,865,19,Female,Secondary,1
3097,866,41,Female,Tertiary,0
3098,867,27,Female,Secondary,0
3099,867,16,Female,Secondary,0
3100,868,58,Male,Secondary,1
3101,868,54,Male,None,0
3102,869,24,Female,Tertiary,1
3103,869,0,Female,Secondary,0
3104,869,46,Male,Secondary,1
3105,869,60,Male,Secondary,0
3106,870,28,Male,Primary,0
3107,870,56,Male,Primary,1
3108,870,39,Male,Secondary,0
3109,870,24,Male,Tertiary,1
3110,870,61,Male,Tertiary,0
3111,870,44,Female,Tertiary,1
3112,870,28,Female,Secondary,0
3113,871,19,Female,Primary,1
3114,871,32,Male,Secondary,0
3115,871,25,Male,Secondary,0
3116,871,19,Male,None,1
3117,871,39,Male,Primary,1
3118,872,38,Male,Secondary,0
3119,872,9,Female,Tertiary,0
3120,872,18,Male,Secondary,0
3121,872,20,Male,Primary,0
3122,872,45,Female,None,1
3123,872,54,Female,Primary,1
3124,872,38,Female,Secondary,1
3125,873,30,Female,Primary,1
3126,873,47,Male,Tertiary,0
3127,873,28,Male,Secondary,0
3128,873,19,Male,Secondary,0
3129,873,0,Male,Secondary,0
3130,874,45,Male,Secondary,1
3131,874,0,Male,None,0
3132,874,27,Female,Secondary,0
3133,875,43,Female,Primary,1
3134,875,8,Female,Secondary,0
3135,875,0,Female,Secondary,0
3136,876,28,Female,Primary,0
3137,876,35,Male,Primary,0
3138,876,23,Male,Secondary,0
3139,876,37,Female,Secondary,0
3140,876,28,Male,Tertiary,0
3141,877,54,Female,Secondary,0
3142,877,5,Female,Tertiary,0
3143,877,34,Male,Secondary,0
3144,877,6,Female,Secondary,0
3145,878,25,Female,Secondary,0
3146,878,7,Male,Tertiary,0
3147,878,22,Female,Tertiary,0
3148,878,19,Male,Primary,0
3149,878,25,Female,Secondary,0
3150,879,0,Female,Secondary,0
3151,880,40,Male,Secondary,0
3152,880,14,Female,Tertiary,0
3153,880,26,Female,Secondary,0
3154,880,42,Male,Secondary,0
3155,880,40,Female,Primary,1
3156,881,2,Male,Secondary,0
3157,881,0,Male,Secondary,0
3158,882,25,Male,Primary,1
3159,882,23,Female,Secondary,0
3160,883,39,Male,Secondary,1
3161,883,44,Male,Secondary,0
3162,883,0,Male,Secondary,0
3163,883,39,Female,Primary,0
3164,883,35,Male,None,1
3165,883,44,Male,Primary,0
3166,883,24,Female,Tertiary,1
3167,884,2,Male,Secondary,0
3168,884,31,Female,None,1
3169,884,35,Female,Secondary,1
3170,885,21,Female,Tertiary,1
3171,885,62,Female,None,1
3172,885,23,Male,Tertiary,1
3173,885,37,Female,Tertiary,1
3174,885,17,Female,Secondary,0
3175,885,7,Male,Secondary,0
3176,885,39,Female,Secondary,1
3177,886,13,Male,Secondary,0
3178,886,11,Male,Secondary,0
3179,886,21,Male,Secondary,1
3180,886,8,Female,Primary,0
3181,887,40,Female,Secondary,1
3182,887,35,Female,Primary,1
3183,887,14,Female,Tertiary,0
3184,887,25,Male,Secondary,0
3185,887,12,Female,Primary,0
3186,887,19,Female,Primary,0
3187,888,36,Male,Secondary,0
3188,888,12,Male,Secondary,0
3189,888,11,Male,Tertiary,0
3190,888,33,Male,None,1
3191,888,25,Female,Tertiary,1
3192,889,25,Female,Tertiary,0
3193,889,43,Male,Secondary,1
3194,889,47,Male,Primary,1
3195,889,36,Male,Secondary,0
3196,889,38,Female,Primary,1
3197,890,41,Female,Secondary,1
3198,890,36,Male,Secondary,1
3199,890,22,Female,Primary,0
3200,891,22,Male,None,1
3201,891,24,Female,Primary,0
3202,891,34,Male,Primary,0
3203,892,2,Male,Secondary,0
3204,892,22,Female,Secondary,0
3205,892,4,Male,Secondary,0
3206,892,16,Male,Secondary,0
3207,892,28,Male,Secondary,0
3208,892,0,Female,Secondary,0
3209,893,23,Female,Primary,1
3210,893,32,Female,Primary,1
3211,894,9,Female,Primary,0
3212,894,38,Female,Tertiary,1
3213,895,46,Male,None,0
3214,895,29,Female,None,1
3215,895,27,Female,Secondary,1
3216,896,15,Male,Primary,0
3217,896,60,Male,Primary,0
3218,896,69,Female,Primary,0
3219,897,16,Female,None,0
3220,897,1,Female,Secondary,0
3221,897,8,Female,Secondary,0
3222,897,0,Female,Secondary,0
3223,898,20,Male,Secondary,0
3224,898,0,Male,Secondary,0
3225,898,15,Male,Secondary,0
3226,899,19,Female,Secondary,0
3227,899,28,Male,Secondary,0
3228,899,0,Female,Secondary,0
3229,899,0,Male,Secondary,0
3230,899,29,Female,Primary,0
3231,900,0,Male,Primary,0
3232,900,21,Male,Secondary,1
3233,900,0,Male,Primary,0
3234,900,13,Male,Secondary,0
3235,901,25,Female,Tertiary,1
3236,901,13,Female,None,0
3237,901,37,Male,Primary,0
3238,902,6,Male,Primary,0
3239,903,26,Male,Secondary,1
3240,903,47,Female,Secondary,1
3241,903,31,Female,Primary,0
3242,903,60,Female,Secondary,0
3243,903,20,Female,Primary,0
3244,903,31,Female,Primary,1
3245,904,29,Female,Secondary,0
3246,904,23,Female,Secondary,0
3247,904,59,Female,Secondary,1
3248,904,60,Male,Tertiary,0
3249,904,41,Female,Secondary,1
3250,904,25,Female,Secondary,1
3251,904,0,Male,Primary,0
3252,905,6,Female,Secondary,0
3253,905,8,Female,Secondary,0
3254,905,36,Male,Tertiary,1
3255,905,43,Female,Tertiary,0
3256,906,31,Male,Secondary,0
3257,906,46,Female,Secondary,1
3258,906,3,Female,Secondary,0
3259,906,30,Male,Secondary,1
3260,906,22,Male,Primary,1
3261,907,40,Female,Secondary,0
3262,907,14,Female,Primary,0
3263,907,46,Male,Secondary,0
3264,907,32,Female,Primary,0
3265,908,37,Female,Primary,0
3266,908,51,Female,Tertiary,1
3267,908,33,Male,Primary,0
3268,909,59,Female,Primary,0
3269,909,55,Female,None,0
3270,909,16,Female,Secondary,0
3271,910,41,Male,Primary,1
3272,910,57,Male,Primary,1
3273,910,19,Male,Secondary,1
3274,910,40,Male,Tertiary,1
3275,911,40,Female,Secondary,1
3276,912,27,Male,Secondary,0
3277,912,16,Male,Secondary,0
3278,912,3,Female,Primary,0
3279,912,36,Female,Tertiary,1
3280,912,42,Male,Primary,1
3281,912,40,Female,None,0
3282,912,38,Female,Secondary,0
3283,913,16,Male,Primary,0
3284,913,32,Female,None,1
3285,913,11,Male,Tertiary,0
3286,913,35,Female,Secondary,0
3287,914,26,Male,Primary,1
3288,914,13,Male,Secondary,0
3289,914,24,Male,Secondary,0
3290,915,28,Male,Primary,0
3291,915,44,Male,Tertiary,0
3292,915,24,Female,None,1
3293,915,22,Female,Secondary,1
3294,916,34,Male,Primary,1
3295,916,46,Female,Primary,1
3296,916,22,Male,Tertiary,1
3297,916,40,Female,Primary,0
3298,916,0,Male,None,0
3299,917,8,Female,Secondary,0
3300,917,27,Female,Secondary,0
3301,917,35,Male,Primary,0
3302,917,35,Male,Secondary,0
3303,918,0,Female,Primary,0
3304,918,7,Female,Secondary,0
3305,918,35,Male,Primary,0
3306,919,19,Male,Secondary,1
3307,919,36,Male,Secondary,0
3308,919,22,Male,Secondary,0
3309,919,31,Female,Secondary,0
3310,920,41,Male,Secondary,0
3311,920,24,Male,Tertiary,0
3312,921,16,Male,Secondary,0
3313,921,11,Female,Secondary,0
3314,922,44,Male,Primary,0
3315,923,0,Female,Tertiary,0
3316,923,21,Female,Secondary,1
3317,923,45,Female,Secondary,1
3318,923,17,Female,Secondary,0
3319,923,44,Female,Tertiary,1
3320,923,45,Male,Secondary,0
3321,924,35,Male,None,0
3322,924,23,Female,Secondary,0
3323,924,42,Male,Secondary,0
3324,925,25,Male,Tertiary,1
3325,926,26,Female,Secondary,1
3326,926,25,Male,None,0
3327,926,26,Female,Tertiary,1
3328,926,21,Female,Secondary,0
3329,927,11,Male,Primary,0
3330,927,33,Male,Secondary,0
3331,927,45,Female,Secondary,0
3332,928,0,Female,Primary,0
3333,928,50,Female,Primary,1
3334,928,0,Male,Secondary,0
3335,928,70,Male,Secondary,1
3336,928,69,Female,Secondary,0
3337,929,22,Female,Tertiary,1
3338,930,44,Male,Tertiary,0
3339,930,21,Male,Tertiary,0
3340,930,16,Male,Secondary,0
3341,930,33,Male,Tertiary,1
3342,931,0,Female,None,0
3343,931,21,Female,Tertiary,0
3344,931,61,Male,Secondary,0
3345,931,52,Female,Primary,0
3346,932,0,Female,Primary,0
3347,932,26,Female,Tertiary,1
3348,932,20,Male,Secondary,0
3349,932,37,Female,Primary,1
3350,933,27,Female,Secondary,0
3351,933,46,Male,Secondary,1
3352,934,38,Male,Tertiary,1
3353,934,41,Female,Primary,1
3354,934,37,Female,Secondary,0
3355,935,54,Male,Secondary,0
3356,935,44,Male,Primary,0
3357,935,30,Male,Primary,1
3358,936,37,Male,Primary,1
3359,936,41,Male,Secondary,0
3360,937,6,Male,Secondary,0
3361,937,0,Female,Secondary,0
